id,drug,ae,path_found
pos_677,rifabutin,"decreased vision,retinal damage",FALSE
pos_1933,oxcarbazepine,headache,FALSE
pos_974,yohimbine,worsening of raynaud's phenomenon,FALSE
pos_3385,flecainide,acute reversible ataxo-myoclonic encephalopathy,FALSE
negsent1_1032,methotrexate,rheumatoid arthritis,FALSE
negsent1_365,"fluoxetine,diazepam",postmortem toxicology analysis,FALSE
pos_1091,sargramostim,sweet's syndrome,FALSE
negsent1_178,azathioprine,thiopurine methyltransferase activity,FALSE
negsent1_503,lamotrigine,elimination half-life,FALSE
pos_3104,captopril,nonoliguric acute renal failure,FALSE
negsent1_96,"scopolamine,scopolamine patch","relieving motion sickness,treating nausea and vomiting from chemotherapy,decreasing withdrawal side-effects from wearing off opioids",FALSE
pos_4227,vitamin d,"acute vitamin d poisoning,hypercalcemia",FALSE
pos_402,succinylcholine,fatal hyperkalemia,FALSE
pos_1699,zoledronic acid,scleritis,FALSE
pos_3933,minocycline,"lymphocyte over-activation,massive cytokine release,severe illness",FALSE
pos_3410,etoposide,myocardial infarction,FALSE
negsent1_587,quinine,failed in his obligations to advise the dentist of his drug history,FALSE
pos_64,brimonidine,"apneic,lethargic",FALSE
pos_184,troglitazone,liver injury,FALSE
pos_3429,fluvoxamine,akathisia,FALSE
pos_3428,"fluoxetine,sertraline",extrapyramidal side effects,FALSE
pos_2257,quinine,"schistocytosis,thrombocytopenia,ttp/hus",FALSE
negsent1_1442,disulfiram,,FALSE
pos_1089,"naltrexone,ntx",hepatotoxicity,FALSE
pos_2533,heparin,thrombocytopenia,FALSE
pos_3434,gold,neutropenia,FALSE
pos_86,phenytoin,seizures,FALSE
negsent1_927,fluphenazine,,FALSE
pos_3239,desipramine,siadh,FALSE
negsent1_123,carboplatin,,FALSE
pos_2600,"bleomycin,oxygen",pulmonary damage,FALSE
pos_2408,methylprednisolone,hepatotoxicity,FALSE
pos_1509,ifn-beta,autoimmune disorders,FALSE
pos_2802,cyclosporine a,"fall of the filtration fraction,increase in proteinuria,nephrotoxicity,rise in the relative clearance of 99tc-dimercaptosuccinic acid",FALSE
pos_2008,leflunomide,"hemoptysis,severe weakness,short-of-breath",FALSE
pos_2461,zonisamide,"acute kidney injury,hypersensitivity syndrome",FALSE
negsent1_455,mequitazine,,FALSE
negsent1_936,promethazine,interacts with receptors in the central nervous system,FALSE
pos_683,mizoribin,siadh,FALSE
negsent1_794,"dobutamine,calcium gluconate,regular insulin,lorazepam,potassium supplements",,FALSE
negsent1_586,"prednisone,spironolactone",normalized blood pressure,FALSE
negsent1_1415,"phenobarbital,primidone,neuroleptics","gradual minimal effective dose attempts,intrusive procedures",FALSE
pos_437,"5-fluorouracil,oxaliplatinum",pulmonary adverse reaction,FALSE
pos_2774,rifampicin,adrenal insufficiency,FALSE
pos_980,2-chloro-deoxyadenosine,non-hodgkin's lymphoma,FALSE
negsent1_517,gabapentin,deterioration in her conscious level,FALSE
pos_1573,infliximab,subfulminant hepatitis b,FALSE
pos_3517,quinapril,cough,FALSE
negsent1_189,"imatinib,hydroxyurea",imatinib therapy,FALSE
pos_2197,posaconazole,enterococcal peritonitis,FALSE
pos_351,acetazolamide,calcium phosphate nephrolithiasis,FALSE
pos_1173,5-fu,peripheral neuropathy,FALSE
pos_694,capecitabine,allergic reactions,FALSE
pos_2071,increlex,anaphylaxis,FALSE
pos_997,minocycline,cutaneous pigmentation,FALSE
negsent1_662,paracetamol,ingestion of the drug,FALSE
pos_3936,cyclosporin,"mri t2 abnormalities,neurotoxicity",FALSE
negsent1_1177,"clozapine,clozapine",tardive dystonia,FALSE
pos_271,l-asparaginase,seizure,FALSE
negsent1_1424,cyclophosphamide,"myeloma,remission",FALSE
negsent1_736,methylprednisolone,"renal manifestations of systemic lupus erythematosus,idiopathic nephrotic syndrome",FALSE
pos_3654,"4% ethyl nitrite ch3ch2ono in 70% ethyl alcohol,sweet spirits of nitre","acute methemoglobinemia,died,hypoxemia,severe anoxic metabolic acidosis",FALSE
pos_22,epoprostenol,pulmonary edema,FALSE
negsent1_590,fluoxetine,,FALSE
pos_1151,prostaglandin e1,harlequin color change,FALSE
pos_2979,aspirin,rs,FALSE
negsent1_815,gliclazide,abnormal liver function tests,FALSE
pos_147,f viii,portal vein thrombosis,FALSE
negsent1_490,statin,rhabdomyolysis,TRUE
pos_1122,indapamide,diabetes,FALSE
pos_2887,"carbamazepine,phenytoin sodium",leukopenia,FALSE
negsent1_165,adalimumab,phrenal neuropathy,FALSE
pos_3091,"b663,clofazimine,lamprene",intra-neural ceroid-like pigment,FALSE
pos_270,l-asparaginase,"hemorrhagic,thrombotic cerebrovascular events",FALSE
negsent1_78,tacrolimus,,FALSE
pos_1999,phenytoin,cerebellar syndrome,FALSE
pos_939,fk506,"nephrotoxicity,rta",FALSE
negsent1_1474,imiquimod,adverse effect,FALSE
pos_14,riluzole,hepatitis,FALSE
negsent1_599,"epinephrine,topical epinephrine",error,FALSE
pos_2306,sunitinib,"elevated lipase,fatigue,hand-foot syndrome,hypertension,lymphopenia",FALSE
pos_2804,propylthiouracil,"hyperthyroidism,raised creatine phosphokinase,severe proximal muscle weakness",FALSE
pos_3721,azathioprine,myelosuppression,FALSE
neg_159,cytarabine,herpesvirus infection,FALSE
pos_375,ifn-alpha,hashimoto's disease,FALSE
negsent1_1300,sumatriptan,antinociceptive effect,FALSE
pos_1729,cyclosporin,"cholelithiasis,thrombosis of the central retinal vein",FALSE
negsent1_244,cladribine,"complete remission,serious adverse effects",FALSE
neg_43,capecitabine,headache,FALSE
pos_1224,clozapine,tonic-clonic seizures,FALSE
pos_1012,interferon beta-1a,scleromyxedema,FALSE
pos_4242,praziquantel,myositis,FALSE
pos_2727,cisplatin,vomiting,FALSE
pos_3124,gold sodium thiomalate,vasomotor reactions,FALSE
pos_3535,acyclovir,neurologic symptoms,FALSE
negsent1_1127,methylprednisolone,"lower the intraocular pressure,improvement was noted",FALSE
negsent1_438,clozapine,,FALSE
pos_2462,zonisamide,hypersensitivity,FALSE
pos_555,itraconazole,"cholestatic pattern of injury,damage to the interlobular bile ducts,ductopenia,liver injury",FALSE
neg_135,tdf,irreversible renal failure,FALSE
pos_3044,formic acid,metabolic acidosis,FALSE
pos_3939,tamoxifen,"endometrial carcinoma,endometriosis",FALSE
pos_1016,methylphenidate,fixed drug eruption,FALSE
pos_3656,valproic acid,fatal hepatotoxic effects,FALSE
pos_4190,praziquantel,inflammation,FALSE
pos_2341,carbamazepine,hyperammonemia,FALSE
pos_4201,nitrate,syncope,FALSE
pos_3735,phenytoin,blood levels in the toxic range,FALSE
pos_2452,etanercept,reversible heart failure,FALSE
pos_4055,ritonavir,"fever,maculopapular eruption",FALSE
pos_2134,ciprofloxacin,"stevens-johnson syndrome,vanishing bile duct",FALSE
pos_343,olanzapine,leukopenia,FALSE
pos_399,methadone,myoclonus,FALSE
negsent1_873,clozapine,,FALSE
pos_1834,triamcinolone,exacerbation of retinochoroiditis,FALSE
negsent1_868,meperidine,hepatic disease,FALSE
pos_2377,sunitinib,"fatigue,hypertension",FALSE
pos_469,bupivacaine,bilateral vocal cord paralysis,FALSE
pos_1378,sodium hyaluronate,neisseria mucosa knee arthritis,FALSE
pos_3311,timolol,heart failure,FALSE
pos_2088,levofloxacin,delirium with psychotic features,FALSE
pos_3336,practolol,sclerosing peritonitis,FALSE
pos_3512,benzodiazepine,sedation,FALSE
negsent1_461,"gold,im gold",,FALSE
pos_1227,clozapine,seizures,FALSE
pos_2605,procainamide,tachycardia,FALSE
pos_1179,quetiapine,deaths,FALSE
negsent1_104,insulin,hypersensitivity,FALSE
pos_2720,ethambutol,optic neuropathy,FALSE
negsent1_98,methotrexate,"encephalomyelitis,mechanical ventilation,ascending paralysis",FALSE
pos_1003,amifostine,fever,FALSE
pos_482,scopolamine,anisocoria,FALSE
pos_3971,hepatitis b vaccination,mental nerve neuropathy,FALSE
negsent1_50,"asparaginase,vincristine,prednisone",increases the induction rate and duration of remission of acute lymphoblastic leukemia,FALSE
negsent1_897,sunitinib,dialysis,FALSE
negsent1_595,adriamycin,"synovial cell sarcoma,excellent response to therapy",FALSE
pos_2524,aminoglutethimide,skin toxicity,FALSE
negsent1_5,thrombin,"arterial hemorrhage,stereotactic brain biopsy",FALSE
negsent1_277,clozapine,treatment,FALSE
neg_78,quinine,"ttp/hus,tma",FALSE
pos_1605,lasik,"enterobacter keratitis,traumatic late flap dehiscence",FALSE
pos_2981,amiodarone,thyrotoxicosis,FALSE
pos_641,vasopressin,skin necrosis,FALSE
pos_1432,fluoxetine,"prominent eye movements during nrem sleep,rem sleep behavior disorder",FALSE
negsent1_963,"minocycline,minocycline,systemic corticosteroids",improvement,FALSE
negsent1_1067,rituximab,"secondary lymph-node involvement,complete remission",FALSE
pos_600,mitomycin,hemolytic-uremic syndrome,FALSE
pos_3504,propoxyphene,wide qrs complex dysrhythmia,FALSE
pos_3992,tamoxifen,acute leukaemia,FALSE
negsent1_468,"ifosfamide,4-hydroxyifosfamide,chloroacetaldehyde",,FALSE
pos_1252,temozolomide,myelodysplastic syndrome,FALSE
pos_4089,cyclosporine,hypersensitivity reactions,FALSE
pos_1997,tobramycin,exfoliative dermatitis,FALSE
pos_2123,"piperacillin,tazobactam,tobramycin,vancomycin",neuralgic amyotrophy,FALSE
pos_1285,cerivastatin,"muscle pain,muscle weakness",FALSE
pos_2854,amoxapine,cognitive impairments,FALSE
pos_1360,"itraconazole,vincristine",fatal toxicities,FALSE
negsent1_344,"cyclosporine,steroid",ulcerative colitis,FALSE
negsent1_997,"5-aminosalicylic acid,sulphasalazine",side effects,FALSE
pos_1897,l-tryptophan,eosinophilia-myalgia syndrome,FALSE
pos_3052,amphotericin b,neurotoxicity,FALSE
pos_2513,cyclophosphamide,subglottic stenosis,FALSE
pos_4004,zonisamide,oligohidrosis,FALSE
pos_3178,"fluoresone,phenobarbital,phenytoin",gynecomastia,FALSE
pos_953,ethambutol,optic neuropathy,FALSE
pos_3868,mtx,"cirrhosis,liver cirrhosis",FALSE
pos_1190,metaraminol,anaphylaxis,FALSE
pos_1125,"fosinopril,indapamide",diabetes,FALSE
pos_1120,indapamide,diabetes,FALSE
pos_110,"alendronate,fleet phospho-soda,fosamax","hypocalcemic tetany,hypophosphatemia",FALSE
negsent1_1389,carbamazepine,,FALSE
pos_3678,acyclovir,neurotoxicity,FALSE
pos_2317,tigecycline,"acute pancreatitis,elevated pancreatic enzymes,severe abdominal pain",FALSE
pos_2447,hydroxychloroquine,retinal toxicity,FALSE
negsent1_1052,daunomycin,fluctuating systolic function,FALSE
negsent1_1363,"alpha interferon,thyroxine",hypothyroidism,FALSE
pos_1187,"pegylated interferon alpha-2a,ribavirin",celiac disease,FALSE
pos_3664,lithium,toxic and immunomodulatory roles,FALSE
pos_159,nitrofurantoin,"boop,bronchiolitis obliterans organising pneumonia,lung disease",FALSE
negsent1_909,"pranlukast,systemic corticosteroid",clinical symptoms improved,FALSE
pos_2510,quinine,photosensitivity,FALSE
pos_3541,metronidazole,"ataxia,liver abscess,reversible deafness,splenic abscess,tinnitus",FALSE
pos_4097,"interferon alfa,pentostatin",thrombocythemia,FALSE
negsent1_269,erlotinib,fatal side effect,FALSE
pos_1283,enalapril,anemia,FALSE
pos_915,carbamazepine,asterixis,FALSE
pos_896,vecuronium,flaccid quadriparesis,FALSE
pos_2250,etanercept,persistent hypoglycemia,FALSE
pos_187,troglitazone,irreversible liver injury,FALSE
pos_4080,heroin,bilateral ballism,FALSE
pos_3834,"acetazolamide,phenobarbital,phenytoin",severe osteomalacia,FALSE
negsent1_529,indapamide,essential hypertension,FALSE
pos_1129,imatinib,blast crisis,FALSE
pos_3358,emepronium bromide,oesophageal ulceration,FALSE
pos_535,metoclopramide,"agitation,diaphoresis,dysarthria,movement disorder",FALSE
pos_3189,moxalactam,platelet dysfunction,FALSE
negsent1_415,"fluvoxamine,milnacipran,tizanidine",interaction,FALSE
negsent1_655,"dexamethasone,serotonin receptor antagonist",,FALSE
pos_275,"cilastatin,imipenem","convulsions,seizure",FALSE
pos_1915,erlotinib,fatal pulmonary toxicity,FALSE
pos_1647,vincristine,bilateral ptosis,FALSE
negsent1_770,pranlukast,lymphocyte stimulation test,FALSE
pos_178,l-asparaginase,"sagittal sinus thrombosis,transient free protein s deficiency",FALSE
negsent1_1071,"halcinonide,halcinonide cream","abnormal responses to glucose tolerance tests,altered glucose metabolism",FALSE
negsent1_898,"fluoxetine,tricyclic antidepressants",,FALSE
negsent1_878,vancomycin,,FALSE
pos_3585,phenothiazine,respiratory distress syndrome,FALSE
negsent1_972,tacrolimus,,FALSE
pos_3729,halofantrine,qt interval was prolonged,FALSE
negsent1_332,insulin,,FALSE
negsent1_71,phenytoin,supplemental oxygen,FALSE
pos_2519,cyproterone acetate,severe hepatitis,FALSE
negsent1_437,"clarithromycin,carbamazepine",,FALSE
pos_1077,methotrexate,"severe back pain,urinary retention",FALSE
pos_2384,adalimumab,fulminant cardiomyopathy,FALSE
negsent1_892,infliximab,,FALSE
pos_583,amifostine,anaphylactoid reaction,FALSE
negsent1_1361,"carboplatin,cisplatin",well tolerated without the need of premedication,FALSE
pos_2219,methotrexate,sprue-like syndrome,FALSE
negsent1_1227,vasopressin,"peripheral ischemic response,bleeding,impaired vasodilation,reduced hepatic drug clearance",FALSE
pos_545,interferon alpha,"dilated cardiomyopathy,polymyositis",FALSE
pos_89,losartan,angioedema,FALSE
pos_1015,methylphenidate,fixed drug eruption of the scrotum,FALSE
pos_828,diphenhydramine,cardiac toxicity,FALSE
pos_692,carboplatin,"hyperacute changes on ecg,hypersensitivity",FALSE
pos_3531,danazol,hepatocellular damage,FALSE
pos_160,nitrofurantoin,"fatal outcome,nitrofurantoin induced boop",FALSE
negsent1_1369,trihexyphenidyl,"blepharospasm,clenching of the jaw,antecollis,strained, high-pitched phonation",FALSE
pos_125,oolong tea,delirious,FALSE
pos_3792,desmopressin,hyponatremia,FALSE
pos_478,sulphasalazine,sulphasalazine syndrome,FALSE
negsent1_1419,cyclosporine,,FALSE
pos_2594,quinine,hearing loss,FALSE
pos_741,sirolimus,interstitial pneumonitis,FALSE
pos_1106,bcnu,pulmonary fibrosis,FALSE
pos_3865,mtx,liver cirrhosis,FALSE
pos_2847,"protamine hagedorn,protamine zinc iletin",rebound hyperglycemia,FALSE
pos_2978,aspirin,"reye syndrome,rs",FALSE
negsent1_1282,phenylbutazone,"placebo-controlled provocation test,biopsy of the affected skin",FALSE
pos_4241,pirmenol,"prolongation of the qt interval,t wave inversion",FALSE
pos_622,epoprostenol,erythroderma,FALSE
pos_3969,ferrous sulfate,hypothyroid,FALSE
pos_3697,adenosine,"acceleration of the heart rate,arrhythmia",FALSE
pos_3976,"bleomycin,cyclophosphamide",fibrotic lesions,FALSE
pos_3043,formalin,fatal complication,FALSE
pos_508,"g-csf,granulocyte colony-stimulating factor","neutrophilic skin lesions,painful",FALSE
pos_2608,phosphate diethylstilbestrol,multicentric hepatocellular carcinoma,FALSE
pos_3673,"carbamazepine,cbz","movement disorders,tics",FALSE
pos_3020,carbamazepine,dystonia,FALSE
negsent1_964,"cyclosporine,statins",,FALSE
negsent1_949,"ifosfamide,4-hydroxyifosfamide,chloroacetaldehyde",hemodialysis,FALSE
negsent1_112,"cisplatin,dexamethasone",similar symptoms,FALSE
negsent1_895,lithium,pregnancy,FALSE
pos_2990,"aurothiomalate,fenclofenac,sulphasalazine",iga deficiency,FALSE
negsent1_24,dextrose,reaction,FALSE
pos_1734,"cs,corticosteroid","cutaneous leishmaniasis,leishmania infantum leishmaniasis,lingual leishmaniasis",FALSE
negsent1_1354,methylephedrine,,FALSE
pos_3438,amphotericin,cardiac arrest,FALSE
pos_3355,vinblastine,inappropriate antidiuretic hormone secretion,FALSE
negsent1_842,"hydroxyurea,iron,folic acid,spironolactone,furosemide,allopurinol,theophylline","myeloproliferative disease,anemia,complications of cirrhosis,gout,chronic bronchitis",FALSE
pos_197,carboplatin,hypersensitivity,FALSE
neg_59,ferrous sulfate,hypothyroid,FALSE
pos_2176,partusisten,supraventricular tachycardia,FALSE
neg_70,nortriptyline,seizures,FALSE
pos_3782,5-fu,"neurotoxicity,ocular motor disturbances",FALSE
pos_4239,pirmenol hydrochloride,"qt prolongation,t wave inversion",FALSE
pos_3652,"cyclosporine,prednisone",hypertension,FALSE
pos_3151,amiodarone,interstitial pneumopathy,FALSE
pos_2917,tolazoline,duodenal ulceration,FALSE
pos_77,venlafaxine,acute ischaemic event,FALSE
pos_2020,olanzapine,hyperglycemia,FALSE
negsent1_441,clozapine,,FALSE
negsent1_970,"nefazodone,tacrolimus",,FALSE
pos_2110,cefazolin,leukopenia,FALSE
pos_4010,clozapine,"pericardial effusion,pericarditis,pleural effusion,polyserositis",FALSE
pos_1180,quetiapine,suicidal overdose deaths,FALSE
pos_3649,amphotericin b,"cardiac arrhythmias,mortality",FALSE
negsent1_849,clindamycin,,FALSE
negsent1_445,"tacrolimus,prednisolone",,FALSE
negsent1_805,prednisolone,cutaneous eruption,FALSE
pos_804,carbamazepine,hyponatremia,FALSE
neg_13,amiodarone,pancreatitis,FALSE
pos_2082,alendronate sodium,scleritis,FALSE
negsent1_214,pranlukast,"asthma,open-label clinical trial",FALSE
pos_327,cyclophosphamide,hepatic angiosarcoma,FALSE
pos_1279,sda,rd,FALSE
pos_1311,mycophenolate mofetil,neutropenia,FALSE
pos_4206,naproxen,sensorineural hearing loss,FALSE
pos_1606,"docetaxel,gemcitabine","boop,progression of the tumor,severe respiratory insufficiency",FALSE
negsent1_196,sertraline,discontinuation of sertraline,FALSE
negsent1_1075,ibopamine,"blood dyscrasia,resolution of symptoms",FALSE
negsent1_251,vecuronium,"severe, acute myopathy with selective degeneration of myosin filaments,respiratory failure,hypercapnia,acidosis,endotracheal intubation,prolonged ventilatory support",FALSE
negsent1_170,tiagabine,,FALSE
pos_369,fluvoxamine,increased libido,FALSE
pos_2687,"o,p'-ddd",hypoadrenalism,FALSE
pos_1055,phenobarbital,exacerbation of a preexisting maladaptive behavior,FALSE
negsent1_1426,phenytoin,,FALSE
pos_374,meglumine antimoniate,pancreatitis,FALSE
pos_3881,insulin,"dedifferentiation of the adipocytes,hyperproduction of tnf-alpha",FALSE
pos_3241,rifampin,tubular and interstitial lesions,FALSE
pos_724,brimonidine,paradoxical raised iop,FALSE
pos_3506,mannitol,arf,FALSE
pos_3370,barbiturate,submassive hepatic necrosis,FALSE
pos_3584,"levemepromazine,methotrimeprazine meleate",respiratory distress syndrome,FALSE
neg_26,rituximab,boop,FALSE
pos_1118,infliximab,"iir,severe infliximab infusion reaction,severe swelling of the forearm and hand ipsilateral",FALSE
pos_3798,"acyclovir,lithium",lithium toxicity,FALSE
pos_2988,fenclofenac,iga deficiency,FALSE
pos_1813,gemcitabine,radiation recall pneumonitis,FALSE
pos_3977,procainamide hydrochloride,lupus syndrome,FALSE
pos_2545,sucralfate,hypophosphatemic osteomalacia,FALSE
pos_930,recombinant alpha-interferon,congestive heart failure,FALSE
pos_246,propafenone,ataxia,FALSE
pos_4029,az,"acute hemorrhagic gastritis,az intoxication",FALSE
pos_157,nitrofurantoin,"abnormal computed tomographic scans,impaired lung function",FALSE
negsent1_92,chlorambucil,acute red cell anemia,FALSE
pos_3912,rifabutin,uveitis,FALSE
pos_235,colchicine,"myopathy,vacuolated fibers,variation in muscle fiber size",FALSE
pos_969,infliximab,lupus,FALSE
negsent1_1387,erlotinib,adverse pulmonary effects,FALSE
pos_1095,clozapine,hypersensitivity myocarditis,FALSE
pos_4056,methicillin,nephropathy,FALSE
pos_4077,d-penicillamine,"acute generalized dystonia,brainstem and thalamic lesions",FALSE
pos_2723,nifedipine,gastro-oesophageal reflux,FALSE
pos_4210,"calcitriol,phosphate","potassium loss,secondary hyperparathyroidism,vitamin d intoxication",FALSE
pos_3967,"inorganic arsenic,thorotrast,vinyl chloride",hepatic angiosarcoma,FALSE
pos_2947,ampicillin sodium,severe temporary weakness,FALSE
negsent1_340,lamotrigine,,FALSE
pos_3842,lithium,creutzfeldt-jakob syndrome,FALSE
pos_3708,t-pa,"atheroembolic acute renal failure,cholesterol crystal embolization,extrarenal manifestations",FALSE
pos_3273,hydroxychloroquine,nephrosis,FALSE
negsent1_844,phenytoin,inhibits the metabolism,FALSE
pos_2365,mtx,lpd,FALSE
negsent1_373,omeprazole,reactions,FALSE
pos_2086,"gatifloxacin,grepafloxacin,levofloxacin,moxifloxacin,sparfloxacin,trovafloxacin","dizziness,headache,insomnia",FALSE
negsent1_11,acyclovir,renal failure,FALSE
negsent1_1030,dipyridamole,serious side-effects,FALSE
negsent1_1280,"ciprofloxacin,piperacillin,tazobactam",thrombocytosis,FALSE
pos_3491,ethanolamine oleate,noncardiogenic pulmonary edema,FALSE
pos_2333,ketamine,damage to the urinary tract,FALSE
pos_1946,metronidazole,neuropathy,FALSE
pos_1900,"rfp,rifampin","hashimoto's thyroiditis,hypothyroidism",FALSE
pos_995,minocycline,hyperpigmentation,FALSE
negsent1_301,levofloxacin,community-acquired pneumonia,FALSE
pos_781,sulfonamides,"erythema multiforme,stevens-johnson syndrome",FALSE
negsent1_962,caffeine,toxicity,FALSE
pos_3068,dextrose,anaphylactoid reaction,FALSE
pos_2684,ara-c,paresthesias,FALSE
pos_4207,niacin,dental and gingival pain,FALSE
negsent1_1435,foscarnet,exacerbation of cytomegalovirus retinitis,FALSE
negsent1_1171,methylphenidate,ocular side effects,FALSE
pos_744,"lithium,olanzapine","fever,generalized rigidity,increased serum transaminase and creatine kinase,leukocytosis",FALSE
pos_2552,chromic phosphate,colon perforation,FALSE
pos_3861,"lidocaine,methamphetamine,quinine","keratitis,toxic effects",FALSE
pos_2445,zidovudine,pure red cell aplasia,FALSE
negsent1_1313,"tacrolimus,macrolide antibiotics",,FALSE
pos_996,minocycline,cutaneous pigmentation,FALSE
negsent1_395,clonazepam,behaviors significantly decreased,FALSE
negsent1_228,interferon alfa,formulation of recombinant human interferon conjugated with polyethylene glycol,FALSE
negsent1_142,lidocaine,"intoxication,cutaneous absorption",FALSE
pos_2967,insulin,self-limited edema,FALSE
pos_1529,"interferon alpha 2b,ribavirin",sarcoidosis,FALSE
pos_146,ifosfamide,ifosfamide-induced encephalopathy,FALSE
negsent1_782,"cyclosporine,corticosteroids",anemia,FALSE
pos_1159,"ifn-alpha,il-2",severe anemia,FALSE
negsent1_305,"leflunomide,cholestyramine",infections,FALSE
pos_2054,l-asparaginase,"posterior reversible encephalopathy syndrome,pres",FALSE
pos_3153,propranolol,"alternating sinus rhythm,intermittent sinoatrial block",FALSE
pos_280,vigabatrin,visual field constriction,FALSE
negsent1_64,clarithromycin,,FALSE
pos_177,flecainide,interstitial hypoxaemiant pneumonitis,FALSE
negsent1_81,cyclophosphamide,"adjuvant chemotherapy,secondary myelodysplastic syndromes,acute leukemia",FALSE
pos_2275,calcineurin,pain syndrome,FALSE
negsent1_1186,arsenic trioxide,,FALSE
negsent1_817,methotrexate,"desensitization,chemotherapy",FALSE
pos_4041,low-molecular weight heparin,skin necrosis,FALSE
pos_1522,mtx,subacute neurotoxicity,FALSE
pos_1943,adenosine,sustained monomorphic ventricular tachycardia,FALSE
pos_3127,gold,pulmonary gold toxicity,FALSE
negsent1_405,methotrexate,toxicity,FALSE
pos_3794,desmopressin,hyponatremia,FALSE
pos_3005,desferrioxamine,retinal problems,FALSE
negsent1_1155,"azathioprine,6-mercaptopurine,thiopurines",treatment of inflammatory bowel diseases,FALSE
pos_3144,lorcainide,hyponatremia,FALSE
pos_3215,zomepirac,"anaphylactoid shock,anuric renal failure,disseminated intravascular coagulation",FALSE
pos_1641,methylprednisolone,acute myocardial infarction,FALSE
pos_2182,methotrexate,anaphylactic/anaphylactoid reaction,FALSE
negsent1_167,"mannitol,methylprednisolone",rapid improvement,FALSE
pos_515,mefloquine,acute lung injury,FALSE
pos_3479,omeprazole,esophageal candidiasis,FALSE
pos_2497,amiodarone,thyrotoxicosis,FALSE
negsent1_122,"interferon-alpha,recombinant interferon-alpha",retreatment,FALSE
pos_2089,levofloxacin,acute-onset delirium with psychotic features,FALSE
negsent1_690,"flurbiprofen,nonsteroidal anti-inflammatory drugs",,FALSE
negsent1_578,tacalcitol,,FALSE
pos_74,minocycline,mononucleosis-like syndrome,FALSE
pos_2039,tamoxifen,"cervical adenocarcinoma,endometrial carcinoma,gastric tumor",FALSE
pos_3008,gold,proteinuria,FALSE
pos_2840,sodium nitroprusside,"leucopenia,thrombocytopenia",FALSE
pos_2450,trazodone,transient hypomanic symptoms,FALSE
neg_119,infliximab,osteomyelitis,FALSE
pos_855,rosiglitazone,heart failure exacerbation,FALSE
pos_3705,prednisolone,kaposi's sarcoma,FALSE
pos_2424,carboplatin,severe hypersensitivity,FALSE
pos_1075,methotrexate,neurotoxicity,FALSE
negsent1_914,"minoxidil,topical minoxidil","adverse effects,low systemic absorption",FALSE
pos_2311,flurbiprofen,acute tubulointerstitial nephritis,FALSE
pos_2283,stavudine,hyperlactatemia,FALSE
pos_1868,colchicine,rhabdomyolysis,FALSE
pos_551,tamoxifen,aggressive endometrial carcinoma,FALSE
pos_3196,penicillamine,ttp,FALSE
neg_44,clozapine,td,FALSE
pos_196,zolmitriptan,spinal cord infarction,FALSE
pos_690,"carboplatin,cyclophosphamide",collapsed,FALSE
pos_2206,lenalidomide,"aa,severe aplastic anemia",FALSE
pos_701,methylprednisolone,glycemia,FALSE
negsent1_511,metronidazole,,FALSE
pos_1108,dorzolamide,choroidal detachment,FALSE
negsent1_990,heparin,therapy,FALSE
pos_3923,mesalamine,hypersensitivity pneumonitis,FALSE
pos_2202,"infliximab,leflunomide",syringotropic hypersensitivity reaction,FALSE
negsent1_97,cisplatin,chemotherapy,FALSE
pos_473,dipivefrin,entropion,FALSE
pos_279,5-aminosalicylic acid,acute pancreatitis,FALSE
neg_114,"smx,tmp","meningitis,aseptic meningitis",FALSE
pos_3586,apomorphine,dyskinesias,FALSE
pos_212,morphine,nonconvulsive status epilepticus,FALSE
pos_133,clozapine,elevated serum triglycerides,FALSE
pos_822,rituximab,"destruction of cd20 positive cells,massive cytokines liberation",FALSE
pos_48,heparin,priapism,FALSE
neg_152,lithium,nephrotic syndrome,FALSE
pos_340,quinine,severe thrombocytopoaenia,FALSE
pos_1879,clozapine,agranulocytosis,FALSE
pos_3916,praziquantel,large cerebral infarction,FALSE
pos_559,itraconazole,liver damage,FALSE
pos_2402,licorice,hypokalemia,FALSE
pos_780,sulfonamide,stevens-johnson syndrome,FALSE
pos_2933,"sulfamethoxazole,trimethoprim",pseudomembranous colitis,FALSE
negsent1_252,acetazolamide,"renal tubular abnormality,acidosis",FALSE
pos_1628,carbamazepine,"coma,respiratory depression,seizures",FALSE
pos_2721,ethambutol,optic neuropathy,FALSE
negsent1_361,insulin,desensitization,FALSE
pos_2549,"cis-diamine-dichloroplatinum ii,cisplatin","acute coronary ischemia,infarction",FALSE
pos_3803,dapsone,lethal,FALSE
pos_830,cyclophosphamide,systemic candidiasis,FALSE
pos_2433,"all-trans retinoic acid,atra,daunomycin",symptomatic cardiomyopathy,FALSE
negsent1_1373,"linezolid,vancomycin",prosthetic joint infection,FALSE
pos_3835,methotrexate,encephalopathy,FALSE
pos_206,cyanamide,"fatigue,fever",FALSE
negsent1_287,"stavudine,zidovudine,abacavir,tenofovir",hyperlactatemia,FALSE
negsent1_791,zonisamide,,FALSE
negsent1_784,"interferon-alpha,interferon-alpha 2b","carcinoid syndrome,renal carcinoma",FALSE
negsent1_1087,dexamethasone,toxicity,FALSE
neg_122,gemcitabine,pericardial effusion,FALSE
pos_3959,"carbamazepine,cbz",pancreatitis,FALSE
pos_3416,interferon alfa,"sudden bilateral, sequential visual loss",FALSE
negsent1_1129,theophylline,,FALSE
